"fecha","precio_petroleo"
2000-01-01,77.704999717392
2000-01-02,108.362687163468
2000-01-03,118.789629772227
2000-01-04,105.697468895826
2000-01-05,115.307248879559
2000-01-06,100.522967970774
2000-01-07,80.4885394715741
2000-01-08,82.0073145639859
2000-01-09,92.7036056846827
2000-01-10,82.3506311953254
2000-01-11,76.3685666585267
2000-01-12,96.3929751288742
2000-01-13,89.7136832109056
2000-01-14,114.525289495111
2000-01-15,87.5251359302364
2000-01-16,72.1428341465555
2000-01-17,87.7645048317723
2000-01-18,106.4288214324
2000-01-19,77.5478143724315
2000-01-20,73.3824211190827
2000-01-21,105.873670454521
2000-01-22,118.18525936956
2000-01-23,109.854646775272
2000-01-24,118.929394047081
2000-01-25,112.248522617668
2000-01-26,73.0082997631021
2000-01-27,113.834175879829
2000-01-28,74.7571392038055
2000-01-29,100.330728379719
2000-01-30,94.339458767008
2000-01-31,106.940411491908
2000-02-01,89.5954713761844
2000-02-02,100.545769017726
2000-02-03,86.6410452719294
2000-02-04,82.7879437911511
2000-02-05,80.9489991487861
2000-02-06,73.2301462185234
2000-02-07,107.676031659763
2000-02-08,102.688743056178
2000-02-09,103.023921033721
2000-02-10,80.0067111610919
2000-02-11,98.5053634036556
2000-02-12,78.8777544049509
2000-02-13,72.4349370931909
2000-02-14,76.4916186930984
2000-02-15,101.906760213163
2000-02-16,NA
2000-02-17,113.610868496034
2000-02-18,92.9494370619096
2000-02-19,85.8010135158897
2000-02-20,114.999488256007
2000-02-21,87.6977278776877
2000-02-22,107.158393394217
2000-02-23,86.6730353147611
2000-02-24,97.0723609961197
2000-02-25,112.549970724091
2000-02-26,88.9891070494466
2000-02-28,88.9940353649184
2000-02-29,90.8796213528328
2000-03-01,116.358731194671
2000-03-02,118.10956461985
2000-03-03,108.113595386721
2000-03-04,80.1516383515745
2000-03-05,79.4901722675934
2000-03-06,110.491103153817
2000-03-07,104.411482158232
2000-03-08,94.416907301262
2000-03-09,106.464555545308
2000-03-10,85.9676882629655
2000-03-11,76.9662868939452
2000-03-12,108.491897398125
2000-03-13,78.1205707364306
2000-03-14,89.3427156516612
2000-03-15,79.3582160984166
2000-03-16,97.505522010263
2000-03-17,120.175678496104
2000-03-18,88.9923128223196
2000-03-19,81.5781877537146
2000-03-20,79.7714839971252
2000-03-21,119.404131028086
2000-03-22,82.3532895475663
2000-03-23,101.727608713951
2000-03-24,114.17621070952
2000-03-25,89.8260636558942
2000-03-26,87.6310061622336
2000-03-27,91.6342401374727
2000-03-28,114.324178729706
